date,location,region,population,cases,casechange,caserate,deaths,deathrate
2022-04-29,Unincorporated - San Jose Hills,SGV,20221,6423,2,31764,97,480
2022-04-29,Unincorporated - San Pasqual,SGV,2035,64,0,3145,1,49
2022-04-29,Unincorporated - Sand Canyon,AV,308,49,0,15909,0,0
2022-04-29,Unincorporated - Santa Catalina Island,SB,267,616,0,230712,5,1873
2022-04-29,Unincorporated - Santa Monica Mountains,W,18621,2857,10,15343,19,102
2022-04-29,Unincorporated - Saugus,SFV,155,317,0,204516,1,645
2022-04-29,Unincorporated - Saugus/Canyon Country,SFV,356,90,0,25281,1,281
2022-04-29,Unincorporated - South Antelope Valley,AV,455,88,0,19341,1,220
2022-04-29,Unincorporated - South El Monte,SGV,1795,625,0,34819,6,334
2022-04-29,Unincorporated - South San Gabriel,SGV,8848,2041,2,23067,56,633
2022-04-29,Unincorporated - South Whittier,SGV,59222,17283,10,29183,189,319
2022-04-29,Unincorporated - Southeast Antelope Valley,AV,781,185,0,23688,1,128
2022-04-29,Unincorporated - Stevenson Ranch,SFV,20966,4114,11,19622,15,72
2022-04-29,Unincorporated - Sun Village,AV,6036,1810,0,29987,19,315
2022-04-29,Unincorporated - Sunrise Village,SGV,1296,421,0,32485,2,154
2022-04-29,Unincorporated - Twin Lakes/Oat Mountain,SFV,1658,310,2,18697,4,241
2022-04-29,Unincorporated - Val Verde,AV,3309,858,5,25929,3,91
2022-04-29,Unincorporated - Valencia,SFV,3072,686,5,22331,2,65
2022-04-29,Unincorporated - Valinda,SGV,23371,7498,5,32082,97,415
2022-04-29,Unincorporated - View Park/Windsor Hills,S,11635,2503,7,21513,21,180
2022-04-29,Unincorporated - Walnut Park,S,16143,6123,0,37930,64,396
2022-04-29,Unincorporated - West Antelope Valley,AV,1511,135,0,8934,2,132
2022-04-29,Unincorporated - West Carson,SB,22086,5588,3,25301,165,747
2022-04-29,Unincorporated - West Chatsworth,SFV,12,4,0,33333,0,0
2022-04-29,Unincorporated - West LA,W,952,567,2,59559,21,2206
2022-04-29,Unincorporated - West Puente Valley,SGV,9835,3232,2,32862,37,376
2022-04-29,Unincorporated - West Rancho Dominguez,S,1359,392,0,28845,9,662
2022-04-29,Unincorporated - West Whittier/Los Nietos,E,26925,8281,2,30756,111,412
2022-04-29,Unincorporated - Westfield/Academy Hills,TBD,1300,171,1,13154,0,0
2022-04-29,Unincorporated - Westhills,SFV,839,131,0,15614,1,119
2022-04-29,Unincorporated - White Fence Farms,AV,3683,730,1,19821,9,244
2022-04-29,Unincorporated - Whittier Narrows,E,12,65,0,541667,1,8333
2022-04-29,Unincorporated - Whittier,SGV,3784,742,1,19609,10,264
2022-04-29,Unincorporated - Willowbrook,S,34913,13784,2,39481,130,372
2022-04-29,Unincorporated - Wiseburn,SB,6027,1425,0,23644,15,249
2022-04-29,age 0 to 4,,0,83497,65
2022-04-29,age 12 to 17,,0,235703,216
2022-04-29,age 18 to 29,,0,605885,593
2022-04-29,age 30 to 49,,0,867078,791
2022-04-29,age 5 to 11,,0,241526,209
2022-04-29,age 50 to 64,,0,449684,310
2022-04-29,age 65 to 79,,0,175042,146
2022-04-29,age over 80,,0,56927,50
2022-05-02,City of Agoura Hills,SFV,20883,4287,15,20529,22,105
2022-05-02,City of Alhambra,SGV,86724,17264,59,19907,255,294
2022-05-02,City of Arcadia,SGV,57752,8289,33,14352,166,287
2022-05-02,City of Artesia,E,16795,4217,5,25109,88,524
2022-05-02,City of Avalon,SB,3869,63,0,1628,0,0
2022-05-02,City of Azusa,SGV,50040,13806,15,27590,158,316
2022-05-02,City of Baldwin Park,SGV,76770,22995,23,29953,389,507
2022-05-02,City of Bell Gardens,E,43071,14205,14,32980,140,325
2022-05-02,City of Bell,E,36332,13926,16,38330,143,394
2022-05-02,City of Bellflower,E,77734,23449,29,30165,263,338
2022-05-02,City of Beverly Hills,W,34520,8580,27,24855,44,127
2022-05-02,City of Bradbury,SGV,1069,66,0,6174,0,0
2022-05-02,City of Burbank,SFV,107181,22776,79,21250,324,302
2022-05-02,City of Calabasas,SFV,24323,4101,27,16861,38,156
2022-05-02,City of Carson,SB,93845,25810,52,27503,322,343
2022-05-02,City of Cerritos,E,50066,8589,33,17155,85,170
2022-05-02,City of Claremont,SGV,36485,7176,17,19669,81,222
2022-05-02,City of Commerce,E,13069,4527,8,34639,47,360
2022-05-02,City of Compton,S,99903,33221,30,33253,326,326
2022-05-02,City of Covina,SGV,49032,14788,21,30160,206,420
2022-05-02,City of Cudahy,E,24347,10065,7,41340,80,329
2022-05-02,City of Culver City,W,39865,7654,51,19200,134,336
2022-05-02,City of Diamond Bar,SGV,57516,9310,34,16187,108,188
2022-05-02,City of Downey,E,114262,36201,54,31682,379,332
2022-05-02,City of Duarte,SGV,22016,5218,7,23701,120,545
2022-05-02,City of El Monte,SGV,117270,33232,42,28338,528,450
2022-05-02,City of El Segundo,SB,16786,2869,16,17092,14,83
2022-05-02,City of Gardena,E,61311,16389,30,26731,267,435
2022-05-02,City of Glendale,SFV,206497,44979,91,21782,875,424
2022-05-02,City of Glendora,SGV,52765,11914,18,22580,245,464
2022-05-02,City of Hawaiian Gardens,E,14676,4192,8,28564,30,204
2022-05-02,City of Hawthorne,SB,88787,22782,37,25659,277,312
2022-05-02,City of Hermosa Beach,SB,19670,3398,11,17275,12,61
2022-05-02,City of Hidden Hills,SFV,1890,271,4,14339,2,106
2022-05-02,City of Huntington Park,E,59484,22138,22,37217,217,365
2022-05-02,City of Industry,SGV,437,405,0,92677,6,1373
2022-05-02,City of Inglewood,SB,113582,29597,53,26058,387,341
2022-05-02,City of Irwindale,SGV,1459,538,0,36875,8,548
2022-05-02,City of La Canada Flintridge,SGV,20692,2973,14,14367,20,97
2022-05-02,City of La Habra Heights,E,5456,162,0,2970,2,37
2022-05-02,City of La Mirada,E,49598,10557,35,21285,183,369
2022-05-02,City of La Puente,SGV,40697,12761,25,31356,152,373
2022-05-02,City of La Verne,SGV,33282,7134,12,21435,81,243
2022-05-02,City of Lakewood,E,80363,19192,40,23882,169,210
2022-05-02,City of Lancaster,AV,161569,51134,36,31648,426,264
2022-05-02,City of Lawndale,SB,33615,8183,20,24344,71,211
2022-05-02,City of Lomita,SB,20729,4368,8,21072,58,280
2022-05-02,City of Lynwood,S,72047,24881,14,34534,293,407
2022-05-02,City of Malibu,W,12961,2171,9,16750,13,100
2022-05-02,City of Manhattan Beach,SB,35999,5145,32,14292,27,75
2022-05-02,City of Maywood,E,28049,10601,3,37795,105,374
2022-05-02,City of Monrovia,SGV,38800,8376,27,21588,104,268
2022-05-02,City of Montebello,E,64374,19337,22,30038,283,440
2022-05-02,City of Monterey Park,SGV,62261,11753,39,18877,234,376
2022-05-02,City of Norwalk,E,107621,33356,25,30994,469,436
2022-05-02,City of Palmdale,AV,158966,53237,48,33489,446,281
2022-05-02,City of Palos Verdes Estates,SB,13522,1558,7,11522,12,89
2022-05-02,City of Paramount,S,56023,18998,17,33911,211,377
2022-05-02,City of Pico Rivera,E,64284,21062,23,32764,334,520
2022-05-02,City of Pomona,SGV,155930,52267,37,33519,582,373
2022-05-02,City of Rancho Palos Verdes,SB,42747,5031,24,11769,82,192
2022-05-02,City of Redondo Beach,SB,68695,10317,51,15018,69,100
2022-05-02,City of Rolling Hills Estates,SB,8113,1022,3,12597,10,123
2022-05-02,City of Rolling Hills,SB,1940,194,3,10000,3,155
2022-05-02,City of Rosemead,SGV,55349,10940,25,19765,186,336
2022-05-02,City of San Dimas,SGV,34516,8145,7,23598,127,368
2022-05-02,City of San Fernando,SFV,24612,10499,12,42658,80,325
2022-05-02,City of San Gabriel,SGV,40954,7711,25,18828,244,596
2022-05-02,City of San Marino,SGV,13277,1486,15,11192,13,98
2022-05-02,City of Santa Clarita,SFV,220428,54655,115,24795,382,173
2022-05-02,City of Santa Fe Springs,E,18364,6393,3,34813,55,299
2022-05-02,City of Santa Monica,W,92445,17774,139,19226,241,261
2022-05-02,City of Sierra Madre,SGV,10989,1567,8,14260,22,200
2022-05-02,City of Signal Hill,E,11797,2876,4,24379,13,110
2022-05-02,City of South El Monte,SGV,20885,6598,4,31592,88,421
2022-05-02,City of South Gate,E,98154,38547,26,39272,315,321
2022-05-02,City of South Pasadena,SGV,26053,4156,24,15952,61,234
2022-05-02,City of Temple City,SGV,36455,6352,30,17424,150,411
2022-05-02,City of Torrance,SB,149271,23312,83,15618,302,202
2022-05-02,City of Vernon,E,209,311,0,148804,0,0
2022-05-02,City of Walnut,SGV,30532,4966,16,16265,46,151
2022-05-02,City of West Covina,SGV,108236,29517,52,27271,363,335
2022-05-02,City of West Hollywood,W,36952,8252,39,22332,61,165
2022-05-02,City of Westlake Village,SFV,8360,283,0,3385,2,24
2022-05-02,City of Whittier,E,87433,23893,43,27328,337,385
2022-05-02,Los Angeles - Adams-Normandie,S,8202,2628,3,32041,18,219
2022-05-02,Los Angeles - Alsace,W,12445,3571,1,28694,23,185
2022-05-02,Los Angeles - Angeles National Forest,AV,40,6,0,15000,0,0
2022-05-02,Los Angeles - Angelino Heights,MLA,2502,644,1,25739,8,320
2022-05-02,Los Angeles - Arleta,SFV,34370,13703,16,39869,133,387
2022-05-02,Los Angeles - Atwater Village,MLA,14666,3607,11,24594,35,239
2022-05-02,Los Angeles - Baldwin Hills,S,31125,7590,18,24386,108,347
2022-05-02,Los Angeles - Bel Air,W,8429,1538,7,18247,5,59
2022-05-02,Los Angeles - Beverly Crest,W,12525,2443,12,19505,9,72
2022-05-02,Los Angeles - Beverlywood,W,13173,3128,17,23746,4,30
2022-05-02,Los Angeles - Boyle Heights,MLA,86885,33410,28,38454,372,428
2022-05-02,Los Angeles - Brentwood,W,30955,5771,47,18643,26,84
2022-05-02,Los Angeles - Brookside,MLA,581,99,0,17040,2,344
2022-05-02,Los Angeles - Cadillac-Corning,W,7121,1854,5,26036,14,197
2022-05-02,Los Angeles - Canoga Park,SFV,65289,20281,46,31063,208,319
2022-05-02,Los Angeles - Carthay,MLA,14363,2997,12,20866,88,613
2022-05-02,Los Angeles - Central,MLA,38992,14920,12,38264,159,408
2022-05-02,Los Angeles - Century City,W,12792,2457,21,19207,16,125
2022-05-02,Los Angeles - Century Palms/Cove,S,33766,13520,10,40040,132,391
2022-05-02,Los Angeles - Chatsworth,SFV,37060,9425,19,25431,120,324
2022-05-02,Los Angeles - Cheviot Hills,W,9171,1721,17,18766,10,109
2022-05-02,Los Angeles - Chinatown,MLA,8021,2015,4,25122,19,237
2022-05-02,Los Angeles - Cloverdale/Cochran,MLA,14553,4098,8,28159,30,206
2022-05-02,Los Angeles - Country Club Park,MLA,15153,3687,5,24332,89,587
2022-05-02,Los Angeles - Crenshaw District,S,13829,4029,11,29134,47,340
2022-05-02,Los Angeles - Crestview,W,11368,2918,14,25669,52,457
2022-05-02,Los Angeles - Del Rey,W,29936,6113,27,20420,43,144
2022-05-02,Los Angeles - Downtown,MLA,27507,12108,47,44018,68,247
2022-05-02,Los Angeles - Eagle Rock,MLA,39590,9447,39,23863,146,369
2022-05-02,Los Angeles - East Hollywood,MLA,29287,7425,24,25353,154,526
2022-05-02,Los Angeles - Echo Park,MLA,14256,3419,17,23983,26,182
2022-05-02,Los Angeles - El Sereno,MLA,41808,13376,22,31994,140,335
2022-05-02,Los Angeles - Elysian Park,MLA,5712,1390,5,24335,6,105
2022-05-02,Los Angeles - Elysian Valley,MLA,10171,2749,7,27028,33,324
2022-05-02,Los Angeles - Encino,SFV,45173,10583,50,23428,89,197
2022-05-02,Los Angeles - Exposition Park,S,44917,14594,30,32491,105,234
2022-05-02,Los Angeles - Exposition,S,3326,978,0,29405,8,241
2022-05-02,Los Angeles - Faircrest Heights,MLA,3600,913,1,25361,6,167
2022-05-02,Los Angeles - Figueroa Park Square,S,8721,3047,4,34939,38,436
2022-05-02,Los Angeles - Florence-Firestone,S,47446,19556,15,41218,154,325
2022-05-02,Los Angeles - Glassell Park,MLA,31604,8135,34,25740,71,225
2022-05-02,Los Angeles - Gramercy Place,S,10764,3214,4,29859,42,390
2022-05-02,Los Angeles - Granada Hills,SFV,58190,16217,53,27869,251,431
2022-05-02,Los Angeles - Green Meadows,S,21505,8556,5,39786,63,293
2022-05-02,Los Angeles - Hancock Park,MLA,17039,3462,15,20318,11,65
2022-05-02,Los Angeles - Harbor City,SB,29070,7098,19,24417,49,169
2022-05-02,Los Angeles - Harbor Gateway,SB,43600,12247,26,28089,101,232
2022-05-02,Los Angeles - Harbor Pines,SB,2409,461,1,19137,3,125
2022-05-02,Los Angeles - Harvard Heights,MLA,18035,5182,5,28733,80,444
2022-05-02,Los Angeles - Harvard Park,S,37935,15040,18,39647,128,337
2022-05-02,Los Angeles - Highland Park,MLA,48391,13150,30,27174,138,285
2022-05-02,Los Angeles - Historic Filipinotown,MLA,13870,4304,5,31031,91,656
2022-05-02,Los Angeles - Hollywood Hills,MLA,29433,5410,27,18380,30,102
2022-05-02,Los Angeles - Hollywood,MLA,68254,16356,70,23963,114,167
2022-05-02,Los Angeles - Hyde Park,S,28541,9298,16,32578,113,396
2022-05-02,Los Angeles - Jefferson Park,S,8073,2522,3,31240,21,260
2022-05-02,Los Angeles - Koreatown,MLA,51692,13087,18,25317,148,286
2022-05-02,Los Angeles - Lafayette Square,MLA,4559,1254,1,27506,11,241
2022-05-02,Los Angeles - Lake Balboa,SFV,42206,12370,29,29309,90,213
2022-05-02,Los Angeles - Lakeview Terrace,SFV,13133,4625,1,35217,47,358
2022-05-02,Los Angeles - Leimert Park,S,15235,4324,16,28382,32,210
2022-05-02,Los Angeles - Lincoln Heights,MLA,32597,10170,15,31199,213,653
2022-05-02,Los Angeles - Little Armenia,MLA,8025,2451,3,30542,113,1408
2022-05-02,Los Angeles - Little Bangladesh,MLA,28343,6918,16,24408,39,138
2022-05-02,Los Angeles - Little Tokyo,MLA,3133,1110,2,35429,14,447
2022-05-02,Los Angeles - Longwood,MLA,4304,1354,1,31459,14,325
2022-05-02,Los Angeles - Los Feliz,MLA,21608,3953,28,18294,35,162
2022-05-02,Los Angeles - Manchester Square,SB,8536,2412,4,28257,22,258
2022-05-02,Los Angeles - Mandeville Canyon,W,3124,536,2,17157,1,32
2022-05-02,Los Angeles - Mar Vista,W,42471,7513,33,17690,46,108
2022-05-02,Los Angeles - Marina Peninsula,W,4360,693,9,15894,5,115
2022-05-02,Los Angeles - Melrose,MLA,77697,20385,52,26237,258,332
2022-05-02,Los Angeles - Mid-city,MLA,15030,3506,14,23327,53,353
2022-05-02,Los Angeles - Miracle Mile,MLA,17985,3542,22,19694,22,122
2022-05-02,Los Angeles - Mission Hills,SFV,24124,9478,17,39289,153,634
2022-05-02,Los Angeles - Mt. Washington,MLA,24145,6445,19,26693,74,306
2022-05-02,Los Angeles - North Hills,SFV,61575,20152,29,32728,189,307
2022-05-02,Los Angeles - North Hollywood,SFV,151423,46682,94,30829,480,317
2022-05-02,Los Angeles - Northridge,SFV,69796,19342,65,27712,216,309
2022-05-02,Los Angeles - Pacific Palisades,W,21292,3466,21,16279,17,80
2022-05-02,Los Angeles - Pacoima,SFV,76978,32186,23,41811,285,370
2022-05-02,Los Angeles - Palisades Highlands,W,3846,636,5,16537,2,52
2022-05-02,Los Angeles - Palms,W,43877,8233,47,18764,78,178
2022-05-02,Los Angeles - Panorama City,SFV,75250,27216,55,36167,330,439
2022-05-02,Los Angeles - Park La Brea,MLA,13580,2309,14,17003,3,22
2022-05-02,Los Angeles - Pico-Union,MLA,41842,13927,11,33285,283,676
2022-05-02,Los Angeles - Playa Del Rey,W,3196,422,2,13204,4,125
2022-05-02,Los Angeles - Playa Vista,W,10947,2343,17,21403,14,128
2022-05-02,Los Angeles - Porter Ranch,SFV,35588,7378,33,20732,61,171
2022-05-02,Los Angeles - Rancho Park,W,6560,1486,11,22652,2,30
2022-05-02,Los Angeles - Regent Square,W,2780,652,1,23453,4,144
2022-05-02,Los Angeles - Reseda Ranch,SFV,4636,1422,5,30673,6,129
2022-05-02,Los Angeles - Reseda,SFV,76618,24831,51,32409,367,479
2022-05-02,Los Angeles - Reynier Village,W,4228,879,6,20790,3,71
2022-05-02,Los Angeles - San Pedro,SB,78039,19809,28,25384,177,227
2022-05-02,Los Angeles - Shadow Hills,SFV,4442,988,3,22242,8,180
2022-05-02,Los Angeles - Sherman Oaks,SFV,87252,19302,94,22122,152,174
2022-05-02,Los Angeles - Silverlake,MLA,44082,9840,34,22322,145,329
2022-05-02,Los Angeles - South Carthay,MLA,10595,2349,11,22171,9,85
2022-05-02,Los Angeles - South Park,S,37961,14912,10,39282,127,335
2022-05-02,Los Angeles - St Elmo Village,MLA,4584,1540,1,33595,46,1003
2022-05-02,Los Angeles - Studio City,SFV,22440,4780,41,21301,58,258
2022-05-02,Los Angeles - Sun Valley,SFV,52484,18878,22,35970,193,368
2022-05-02,Los Angeles - Sunland,SFV,20408,5140,15,25186,80,392
2022-05-02,Los Angeles - Sycamore Square,SFV,647,118,2,18238,2,309
2022-05-02,Los Angeles - Sylmar,SFV,82398,33719,61,40922,310,376
2022-05-02,Los Angeles - Tarzana,SFV,30876,7766,30,25152,102,330
2022-05-02,Los Angeles - Temple-Beaudry,MLA,39483,11136,20,28205,134,339
2022-05-02,Los Angeles - Thai Town,MLA,9809,2229,8,22724,38,387
2022-05-02,Los Angeles - Toluca Lake,SFV,8704,1745,12,20048,11,126
2022-05-02,Los Angeles - Toluca Terrace,SFV,1306,363,2,27795,10,766
2022-05-02,Los Angeles - Toluca Woods,SFV,1858,329,2,17707,0,0
2022-05-02,Los Angeles - Tujunga,SFV,27810,6804,15,24466,94,338
2022-05-02,Los Angeles - University Hills,SGV,3429,722,2,21056,4,117
2022-05-02,Los Angeles - University Park,S,27456,9312,37,33916,76,277
2022-05-02,Los Angeles - Valley Glen,SFV,30016,8825,21,29401,98,326
2022-05-02,Los Angeles - Valley Village,SFV,24720,6107,34,24705,95,384
2022-05-02,Los Angeles - Van Nuys,SFV,93194,30692,46,32933,425,456
2022-05-02,Los Angeles - Venice,W,33885,6751,41,19923,29,86
2022-05-02,Los Angeles - Vermont Knolls,S,17200,6198,8,36035,76,442
2022-05-02,Los Angeles - Vermont Square,S,7657,3144,4,41060,36,470
2022-05-02,Los Angeles - Vermont Vista,S,41186,15605,6,37889,128,311
2022-05-02,Los Angeles - Vernon Central,S,51998,21855,10,42030,196,377
2022-05-02,Los Angeles - Victoria Park,MLA,8399,2322,8,27646,18,214
2022-05-02,Los Angeles - View Heights,S,3694,763,2,20655,9,244
2022-05-02,Los Angeles - Watts,S,42674,16328,26,38262,137,321
2022-05-02,Los Angeles - Wellington Square,MLA,4915,1426,4,29013,13,264
2022-05-02,Los Angeles - West Adams,MLA,27630,8802,14,31857,176,637
2022-05-02,Los Angeles - West Hills,SFV,40544,8897,28,21944,141,348
2022-05-02,Los Angeles - West Los Angeles,W,37635,7792,51,20704,70,186
2022-05-02,Los Angeles - West Vernon,S,53644,20497,15,38209,238,444
2022-05-02,Los Angeles - Westchester,W,51603,9047,39,17532,66,128
2022-05-02,Los Angeles - Westlake,MLA,59356,17245,27,29054,360,607
2022-05-02,Los Angeles - Westwood,W,54109,10542,123,19483,40,74
2022-05-02,Los Angeles - Wholesale District,MLA,36129,16341,31,45230,135,374
2022-05-02,Los Angeles - Wilmington,SB,56488,19496,16,34514,132,234
2022-05-02,Los Angeles - Wilshire Center,MLA,50171,13129,31,26169,148,295
2022-05-02,Los Angeles - Winnetka,SFV,51786,15415,29,29767,121,234
2022-05-02,Los Angeles - Woodland Hills,SFV,68055,14827,57,21787,115,169
2022-05-02,Unincorporated - Acton,AV,7971,1526,0,19144,17,213
2022-05-02,Unincorporated - Agua Dulce,AV,4158,785,0,18879,6,144
2022-05-02,Unincorporated - Altadena,SGV,43621,8488,19,19459,99,227
2022-05-02,Unincorporated - Anaverde,AV,1508,325,0,21552,1,66
2022-05-02,Unincorporated - Angeles National Forest,AV,1245,74,0,5944,1,80
2022-05-02,Unincorporated - Arcadia,SGV,7981,1468,2,18394,19,238
2022-05-02,Unincorporated - Athens Village,S,4897,2290,4,46763,36,735
2022-05-02,Unincorporated - Athens-Westmont,S,42442,14320,12,33740,154,363
2022-05-02,Unincorporated - Avocado Heights,SGV,6775,2221,2,32782,21,310
2022-05-02,Unincorporated - Azusa,SGV,15923,4977,4,31257,52,327
2022-05-02,Unincorporated - Bassett,SGV,14817,4812,2,32476,55,371
2022-05-02,Unincorporated - Bouquet Canyon,SFV,1073,149,0,13886,2,186
2022-05-02,Unincorporated - Bradbury,SGV,108,72,0,66667,26,24074
2022-05-02,Unincorporated - Canyon Country,SFV,7728,2643,9,34200,9,116
2022-05-02,Unincorporated - Castaic,SFV,27191,7588,13,27906,30,110
2022-05-02,Unincorporated - Cerritos,E,587,136,0,23169,2,341
2022-05-02,Unincorporated - Charter Oak,SGV,20,2,0,10000,0,0
2022-05-02,Unincorporated - Claremont,SGV,702,100,0,14245,5,712
2022-05-02,Unincorporated - Covina (Charter Oak),SGV,13144,3617,5,27518,26,198
2022-05-02,Unincorporated - Covina,SGV,16819,4830,12,28718,57,339
2022-05-02,Unincorporated - Del Aire,SB,4393,904,5,20578,4,91
2022-05-02,Unincorporated - Del Rey,W,318,95,1,29874,1,314
2022-05-02,Unincorporated - Del Sur,AV,2415,543,1,22484,3,124
2022-05-02,Unincorporated - Desert View Highlands,AV,2493,754,1,30245,13,521
2022-05-02,Unincorporated - Duarte,SGV,4428,1529,1,34530,14,316
2022-05-02,Unincorporated - East Covina,SGV,329,76,0,23100,1,304
2022-05-02,Unincorporated - East La Mirada,E,5292,1216,4,22978,13,246
2022-05-02,Unincorporated - East Lancaster,AV,114,37,0,32456,0,0
2022-05-02,Unincorporated - East Los Angeles,E,125269,48192,41,38471,535,427
2022-05-02,Unincorporated - East Pasadena,SGV,6403,327,0,5107,11,172
2022-05-02,Unincorporated - East Rancho Dominguez,S,15308,5112,5,33394,63,412
2022-05-02,Unincorporated - East Whittier,E,5306,1078,1,20317,10,188
2022-05-02,Unincorporated - El Camino Village,SB,8791,1891,8,21511,16,182
2022-05-02,Unincorporated - El Monte,SGV,145,51,0,35172,0,0
2022-05-02,Unincorporated - Elizabeth Lake,AV,1661,208,0,12523,1,60
2022-05-02,Unincorporated - Florence-Firestone,S,64705,26403,14,40805,259,400
2022-05-02,Unincorporated - Franklin Canyon,MLA,12,1,0,8333,0,0
2022-05-02,Unincorporated - Glendora,SGV,660,167,0,25303,3,455
2022-05-02,Unincorporated - Hacienda Heights,SGV,55927,11859,19,21205,134,240
2022-05-02,Unincorporated - Harbor Gateway,S,1,4,0,400000,0,0
2022-05-02,Unincorporated - Hawthorne,SB,2514,607,0,24145,5,199
2022-05-02,Unincorporated - Hi Vista,AV,1098,134,1,12204,2,182
2022-05-02,Unincorporated - Kagel/Lopez Canyons,SFV,1412,536,0,37960,3,212
2022-05-02,Unincorporated - La Crescenta-Montrose,SFV,19801,2945,12,14873,24,121
2022-05-02,Unincorporated - La Habra Heights,E,676,17,0,2515,1,148
2022-05-02,Unincorporated - La Rambla,SGV,2075,607,0,29253,25,1205
2022-05-02,Unincorporated - La Verne,SGV,2040,504,2,24706,2,98
2022-05-02,Unincorporated - Ladera Heights,W,7071,1296,9,18328,18,255
2022-05-02,Unincorporated - Lake Hughes,AV,668,149,0,22305,1,150
2022-05-02,Unincorporated - Lake Los Angeles,AV,12994,3454,1,26581,27,208
2022-05-02,Unincorporated - Lake Manor,SFV,1643,345,0,20998,2,122
2022-05-02,Unincorporated - Lakewood,E,114,1,0,877,0,0
2022-05-02,Unincorporated - Lennox,SB,22542,6438,5,28560,67,297
2022-05-02,Unincorporated - Leona Valley,AV,1751,259,0,14792,5,286
2022-05-02,Unincorporated - Littlerock,AV,4021,1198,3,29794,9,224
2022-05-02,Unincorporated - Littlerock/Juniper Hills,AV,1297,278,1,21434,4,308
2022-05-02,Unincorporated - Littlerock/Pearblossom,AV,3569,1042,0,29196,14,392
2022-05-02,Unincorporated - Llano,AV,877,101,0,11517,2,228
2022-05-02,Unincorporated - Marina del Rey,W,9411,1719,13,18266,4,43
2022-05-02,Unincorporated - Miracle Mile,MLA,0,0,0,0,0,0
2022-05-02,Unincorporated - Monrovia,SGV,3881,881,2,22700,4,103
2022-05-02,Unincorporated - Newhall,SFV,220,87,0,39545,1,455
2022-05-02,Unincorporated - North Lancaster,AV,1198,342,0,28548,4,334
2022-05-02,Unincorporated - North Whittier,W,8360,2409,5,28816,33,395
2022-05-02,Unincorporated - Northeast San Gabriel,SGV,24036,4139,19,17220,51,212
2022-05-02,Unincorporated - Padua Hills,SGV,215,26,0,12093,0,0
2022-05-02,Unincorporated - Palmdale,AV,842,216,0,25653,5,594
2022-05-02,Unincorporated - Palos Verdes Peninsula,SB,621,66,0,10628,0,0
2022-05-02,Unincorporated - Pearblossom/Llano,AV,1956,322,0,16462,3,153
2022-05-02,Unincorporated - Pellissier Village,SGV,619,297,0,47981,1,162
2022-05-02,Unincorporated - Placerita Canyon,SGV,460,15,0,3261,0,0
2022-05-02,Unincorporated - Pomona,SGV,1938,141,0,7276,3,155
2022-05-02,Unincorporated - Quartz Hill,AV,12906,3122,3,24190,35,271
2022-05-02,Unincorporated - Rancho Dominguez,S,2661,941,5,35363,6,225
2022-05-02,Unincorporated - Roosevelt,S,931,216,-1,23201,2,215
2022-05-02,Unincorporated - Rosewood,S,1286,394,0,30638,6,467
2022-05-02,Unincorporated - Rosewood/East Gardena,S,1193,415,1,34786,6,503
2022-05-02,Unincorporated - Rosewood/West Rancho Dominguez,S,3361,1078,0,32074,18,536
2022-05-02,Unincorporated - Rowland Heights,SGV,51021,8870,22,17385,106,208
2022-05-02,Unincorporated - San Clemente Island,SB,0,0,0,0,0,0
2022-05-02,Unincorporated - San Francisquito Canyon/Bouquet Canyon,SFV,858,35,1,4079,0,0
2022-05-02,Unincorporated - San Jose Hills,SGV,20221,6426,3,31779,97,480
2022-05-02,Unincorporated - San Pasqual,SGV,2035,66,2,3243,1,49
2022-05-02,Unincorporated - Sand Canyon,AV,308,49,0,15909,0,0
2022-05-02,Unincorporated - Santa Catalina Island,SB,267,616,0,230712,5,1873
2022-05-02,Unincorporated - Santa Monica Mountains,W,18621,2875,18,15440,19,102
2022-05-02,Unincorporated - Saugus,SFV,155,320,3,206452,1,645
2022-05-02,Unincorporated - Saugus/Canyon Country,SFV,356,90,0,25281,1,281
2022-05-02,Unincorporated - South Antelope Valley,AV,455,88,0,19341,1,220
2022-05-02,Unincorporated - South El Monte,SGV,1795,625,0,34819,6,334
2022-05-02,Unincorporated - South San Gabriel,SGV,8848,2044,3,23101,56,633
2022-05-02,Unincorporated - South Whittier,SGV,59222,17312,29,29232,189,319
2022-05-02,Unincorporated - Southeast Antelope Valley,AV,781,185,0,23688,1,128
2022-05-02,Unincorporated - Stevenson Ranch,SFV,20966,4129,15,19694,15,72
2022-05-02,Unincorporated - Sun Village,AV,6036,1815,5,30070,19,315
2022-05-02,Unincorporated - Sunrise Village,SGV,1296,421,0,32485,2,154
2022-05-02,Unincorporated - Twin Lakes/Oat Mountain,SFV,1658,311,1,18758,4,241
2022-05-02,Unincorporated - Val Verde,AV,3309,860,2,25990,3,91
2022-05-02,Unincorporated - Valencia,SFV,3072,688,2,22396,2,65
2022-05-02,Unincorporated - Valinda,SGV,23371,7510,12,32134,97,415
2022-05-02,Unincorporated - View Park/Windsor Hills,S,11635,2512,9,21590,21,180
2022-05-02,Unincorporated - Walnut Park,S,16143,6125,2,37942,64,396
2022-05-02,Unincorporated - West Antelope Valley,AV,1511,135,0,8934,2,132
2022-05-02,Unincorporated - West Carson,SB,22086,5601,13,25360,165,747
2022-05-02,Unincorporated - West Chatsworth,SFV,12,4,0,33333,0,0
